SYMBOL,BME01 ,BME02,BMe6,UMe7 ,UMe8,UMe9 
PA2G4,3868.527772,8718.153034,4761.783237,49632.78321,1645.969741,587.4663616
PAAF1,4856.834673,7627.92815,1372.488382,21429.61761,14783.53378,15936.2411
PABPC1,77259.61281,71198.35578,173922.6075,519271.8826,353724.4727,366806.5626
PACS1,9168.373642,16878.14446,9637.548256,32190.24559,48510.16248,43553.1623
PACSIN2,39599.44724,18751.41479,43926.818,265165.5512,326120.1962,319829.3117
PACSIN3,13063.44847,9333.809921,17688.97073,38606.02929,31727.75778,47057.25626
PAFAH1B1,49035.6771,27175.93382,37668.18729,415802.1321,152643.5212,287178.988
PAFAH1B2,11457.23174,16403.84662,1480.696998,55685.80998,52950.71594,38508.12018
PAFAH1B3,11268.595,18015.60477,13160.59963,78792.63559,72125.97919,44572.67361
PAH,82276.5126,91224.44474,1107.915499,100777.5944,21855.94668,8126.160425
PAICS,64041.86798,50754.13582,68899.75951,206004.7431,216108.7851,182929.112
PAK2,23138.44932,22537.34752,8795.037722,134211.7953,111972.6507,118297.0234
PAK4,4401.255608,3617.580928,10619.93272,28177.09015,26490.22383,21914.6106
PALLD,16528.15425,1829.18331,1751.14822,49561.34739,7358.046887,35240.22075
PANX1,5265.695433,11937.9981,10137.62774,25830.66285,21192.11145,11055.19197
PAPPA,27518.19767,40930.97173,60803.93567,318000.6889,1665695.93,961971.485
PAPSS2,9217.540486,9827.124309,32113.95374,156747.1344,168434.0961,145794.2346
PARD3,7884.365278,533.0230231,3481.826577,20724.90595,21382.38596,15861.16357
PARK7,30349.99625,22491.45396,8553.471262,33562.6492,25895.21752,48879.57079
PARP4,46393.66898,26101.09811,92326.48867,366118.6594,289734.3393,210008.6946
PARVA,11369.61774,12272.94718,46042.42055,111358.789,65387.94525,143981.2843
PARVB,176373.5211,197029.2026,98506.8687,162738.0707,105200.0595,147300.7788
PCBD1,12220.27241,12000.98035,28627.22258,86522.8504,68284.31044,47877.02461
PCBP1,119951.7389,16531.08642,103635.1284,761513.4345,664236.5399,672481.5155
PCBP2,58020.24472,43807.72487,72173.52057,372119.137,329820.1409,326844.4351
PCDH10,2806.034467,1276.714079,6393.671168,15933.27987,3962.957835,1079.340877
PCDH12,2729.103093,2548.253874,2837.803876,935.5956034,4957.366108,2907.270984
PCDH7,7142.948377,6767.75326,1509.092354,13812.12566,3667.173917,8722.601574
PCDHGB5,6964.894353,754.1428886,8052.732343,2298.999415,1905.509117,11553.70424
PCK2,5486.525351,3293.244454,6226.508089,9501.778797,7444.879204,3627.642413
PCMT1,18353.33685,2018.842804,37229.02167,34077.91631,2981.300128,3240.760063
PCOLCE,256293.537,328062.5795,4583565.367,2132795.137,1028945.575,959328.572
PCYOX1,20916.53912,11250.58073,32557.14017,30557.95936,41327.79785,46969.82589
PDCD10,1607.204913,7209.17334,15128.51253,54790.49286,43983.72889,51520.22319
PDCD1LG2,16987.26919,8973.985003,4606.656163,247876.7027,115209.1722,122748.7435
PDCD5,21285.05973,36780.74517,43452.96655,179608.9115,111719.1286,150919.1682
PDCD6,43904.30778,101800.926,52273.88847,145330.6709,65655.78143,17913.80954
PDCD6IP,116760.3038,60351.43649,118120.507,698931.9504,483736.5215,584481.899
PDCL3,10508.2124,1311.306517,22644.1384,15666.49858,14362.05092,14237.78397
PDE12,19491.80729,28726.67252,77988.04196,4119.256188,2467.480007,75486.7554
PDE5A,23874.0009,16424.97326,10931.26039,45293.37911,42957.9111,7541.387832
PDE9A,18646.20074,16902.67483,12310.55589,19653.03694,13350.83939,8253.006814
PDGFRB,181756.2609,176171.4295,769959.4732,1525865.987,733387.8788,940699.8315
PDIA3,158856.6505,149028.6919,219217.9528,937733.1512,836808.8059,771772.734
PDIA4,314583.2549,362985.6227,18962.97161,113251.8946,98133.19187,55042.40549
PDIA6,102389.8597,31631.13728,112607.6658,494398.6972,393342.8423,340745.1725
PDLIM1,6994.261346,6840.837663,3072.416951,12095.85629,7174.323373,10834.32771
PDLIM5,6230.925824,15786.50679,12442.14003,85000.85766,53136.20483,56944.70476
PDLIM7,36937.16804,26821.00356,35377.96868,302334.8605,104793.5857,138041.9846
PDS5B,13152.79673,55881.91039,4896.409786,1486.586036,3529.344794,12250.94709
PDXK,12326.06436,26730.4599,18051.35851,57569.74222,72592.72134,39263.93045
PEAR1,7113.085149,4547.487085,17752.49068,12997.39055,4765.198943,14311.03133
PEBP1,85027.66903,72537.63643,98483.59755,249281.8732,232312.6829,221103.8133
PEPD,5074.430609,3587.84156,10332.03008,4737.29356,13296.3242,14996.47901
PF4,5749.676531,46990.56204,42425.66089,101945.6183,60455.73963,49482.31594
PFAS,16334.15161,9325.570879,15227.7203,57304.52982,8397.523572,52855.53177
PFDN2,35059.38012,63798.4926,45951.24811,173191.0842,132191.7624,122605.0038
PFDN5,17510.13049,9716.45912,13895.35854,89393.45652,37698.2278,65299.60957
PFDN6,800.2527315,1624.59112,20964.73853,127101.016,1178.632723,123941.5846
PFKL,52615.23708,21982.73553,143973.476,199236.6665,210845.6796,187963.2924
PFKM,10752.48619,9479.572939,36035.99286,69419.35364,65971.76195,71341.92399
PFKP,93437.95173,122969.2474,132805.0351,735196.5895,709592.0337,567373.7085
PFN1,815703.6395,748030.7221,944645.0108,6989256.525,4843717.382,4850725.397
PFN2,26970.64706,30927.63274,17720.69198,202066.4357,160159.7922,124787.7485
PGAM1,114256.6623,121320.5022,96883.39146,531358.8128,453534.5387,426824.6035
PGD,79949.99118,47821.00866,95328.72676,340866.2739,338951.7472,290183.376
PGK1,391757.6508,438612.2092,713458.2948,3497645.84,2119944.654,2022855.547
PGLS,50633.15578,50117.87131,62291.58555,246893.1357,156221.7672,202155.6322
PGM1,178518.6546,59754.53671,83867.56617,240623.8068,366430.3083,162936.5151
PGM2,74750.96355,24484.00535,32246.13701,106953.4855,80894.86703,79161.32911
PGM3,15292.72895,11082.93573,38232.99245,199044.1993,231402.1873,231461.9394
PGRMC1,16259.26027,10129.36706,29781.83074,55815.88873,38013.97728,23079.14669
PGRMC2,11336.27962,4950.953744,1213.083716,14286.30953,20407.88912,13584.81518
PHACTR4,20733.04506,1972.945088,1810.400434,23963.5537,26159.70193,23113.25918
PHB,17582.81436,5651.151093,16452.64171,100057.0591,112076.2786,62179.93078
PHB2,5708.871677,7891.842528,13537.35246,69642.84223,70525.18762,28894.03401
PHGDH,244161.1301,265593.1104,355543.3586,1134622.142,888700.5357,638087.7722
PHLDA1,5922.71751,4549.71615,9142.516942,209719.3713,215673.041,202992.5136
PHLDA2,1381.747243,5309.97917,5734.698322,96075.97126,52885.8819,56542.60962
PHLDA3,28612.08248,2948.769229,8010.118869,44931.83093,50418.76443,25501.5108
PHLDB1,13407.25579,5818.301001,16947.6545,27711.14461,32798.93099,23771.95932
PHLDB2,1189.388788,4897.625343,5347.332793,20520.83369,1657.180343,18109.72552
PHPT1,2144.550424,1136.157013,4774.650103,10147.64459,10319.79384,11730.96719
PI4KA,19422.28841,15567.01652,72889.71852,324934.2804,240265.9017,305060.1205
PICALM,24112.88772,26998.92453,19570.4412,103757.002,116160.7018,64556.01695
PIEZO1,3978.37623,3265.374272,12233.09044,42821.78431,14403.25544,20495.68507
PIK3CG,2042.909234,17290.6371,21380.83266,32208.61752,31776.15197,23387.41926
PIN1,3523.713759,3491.858716,6977.507532,42717.99679,31371.5766,23812.34508
PIP4K2A,92367.40341,87186.53182,22088.18139,108557.4874,72376.41351,59546.80526
PIP4K2B,25808.83965,28581.32409,66193.864,11664.80449,30004.97434,10503.00408
PIP5K1A,33157.75587,19921.64996,228485.5032,217858.3157,207074.5617,181254.5216
PITPNB,3638.641692,3215.801229,9994.76447,25652.11725,22522.34121,26153.11659
PKHD1L1,18798.28482,6348.177115,52397.01461,14417.04725,13590.63935,12903.88012
PKM,1435274.517,1303868.793,2553617.103,9429389.263,8822375.063,7963649.956
PKN1,2319.162473,1218.539446,13199.43775,30881.08295,29202.07282,26864.739
PKN2,8856.656582,2908.809873,12593.07285,37437.04225,43532.95116,31737.44597
PKP2,9728.206012,2538.441807,1583.397715,4123.431763,3316.170654,7039.119801
PKP4,4304.990051,992.7685486,8503.665458,46601.04486,30138.84931,29875.5522
PLA2G2D,36163.6384,10778.0032,3194.193079,1223.700288,3169.531837,4600.615366
PLA2G4A,12678.70626,17950.79167,11456.64643,85062.02564,80328.67727,120635.9293
PLAA,1014.018626,1201.8947,5624.433262,6757.846441,4297.724667,4805.502407
PLAT,5499.474679,12161.50589,6725.277243,57553.26917,13433.36279,12493.46917
PLAU,8891.793886,10816.23962,19492.55333,368046.5368,145561.4008,286334.1202
PLAUR,34687.39993,24512.10497,98871.90737,284633.5662,279178.3132,251088.4894
PLCB1,6037.38685,7944.219426,7230.127022,21459.72096,60011.24073,30428.54068
PLCB3,54460.65081,39895.53855,92152.24837,416009.4618,146717.0552,203511.7198
PLCB4,17227.02078,6745.92956,8304.746823,101750.4223,38243.39901,30837.41825
PLEC,120787.9947,63257.25801,66431.39545,205967.3016,213865.0454,116205.1089
PLEK,7427.91268,2084.250756,6473.62183,10282.30725,5358.14458,4062.121164
PLEKHO1,2568.560828,6019.399879,13450.42774,17538.81009,5458.42528,27883.38925
PLEKHO2,38187.92621,4697.886337,32470.69124,105114.1108,87623.42426,109105.2336
PLG,4083.577126,6034.888543,1077.000102,2638.711593,11665.68274,514.8889238
PLIN3,37764.02743,123445.7136,101845.4789,301011.0024,257231.1641,199343.5857
PLOD2,28481.87127,17928.66916,27180.37711,218865.1744,97838.34495,56075.79131
PLP2,54918.89683,44858.91646,44115.98359,175571.3782,152353.8552,114759.0186
PLPP3,74037.97707,39884.97743,87634.61742,74602.911,41492.03501,6326.152494
PLS3,174823.1194,169791.4688,388110.4721,2549469.852,2107708.417,1463434.92
PLSCR1,2788.061564,27411.14567,14210.51652,70361.07452,19158.81506,60811.62425
PLSCR3,43547.41211,24996.78175,153805.1757,145250.2325,270832.0011,163775.8792
PLSCR4,14959.94755,13298.86312,34353.64708,106798.818,65993.44123,69994.47901
PLTP,2694.710986,11234.19357,12336.8781,3399.605513,12688.14947,25575.49638
PLXNA1,34834.11589,53347.91682,79445.06826,525708.9584,326577.4999,467913.8742
PLXNA3,5067.698239,4753.803992,21128.36023,36936.47783,36294.78907,32675.61885
PLXNB2,70638.31788,51475.78545,90539.42055,898208.7997,693672.9551,705432.6816
PLXND1,56858.55983,52908.57372,75031.54846,235243.6899,596008.2596,121270.7051
PMVK,3066.58982,61141.01713,30442.92948,2315.917763,421.8774892,2620.701401
PNP,722112.4592,622521.3189,409180.723,492089.7129,171885.4809,309283.2372
PON1,1251.64015,13631.90124,1644.363219,1161.831315,2883.915982,1789.476464
POSTN,109232.4623,126056.6153,1303197.402,206376.7484,151391.5048,90308.37124
PPA1,10385.37644,40532.12407,19013.71884,165222.3572,129126.8085,97235.57415
PPAT,9915.056452,2419.753187,71540.63491,32807.7033,9563.378504,12250.51457
PPFIBP1,20981.42946,15361.61342,21678.19704,103550.7292,44268.70194,98147.18863
PPIA,776696.3984,748094.1785,1135549.52,4641352.425,4728958.103,3508437.873
PPIB,53691.52263,46127.68069,71882.73428,268766.2763,50941.94327,119778.0461
PPM1F,4127.095267,2955.320447,10105.49675,1276.194706,6561.757652,2617.621408
PPME1,3817.648062,9454.719559,28247.31963,14813.86261,40744.24831,20248.733
PPP1CA,3388.363485,6588.255222,30482.57142,113787.4557,96570.67182,98127.32426
PPP1CB,6614.896149,18149.75655,22881.97348,59550.29533,42709.58037,49124.85218
PPP1CC,9306.670159,8407.764798,2624.131366,2002.067632,20594.31471,4376.75519
PPP1R7,4460.823126,6167.884196,10421.90725,82721.95821,53607.33104,60100.90952
PPP2CA,83659.83907,34802.60438,100128.3644,237387.2737,171424.2599,167806.9356
PPP2R1A,112087.6634,104155.605,153637.2726,577227.2478,515330.9553,469578.7879
PPP2R5E,9782.743473,6821.067009,7887.958897,64983.60401,93370.23854,58329.38374
PPP3CA,10608.42785,6734.016374,17988.65298,62855.53369,43075.49308,25370.58587
PPP4R1,4299.372529,1423.642728,523.383883,11839.08541,8902.097634,9141.839041
PPP6R3,751.7735841,1623.579772,11201.85444,7291.25515,843.4143783,4475.73401
PRDX1,170463.1557,115876.1824,265018.1572,1419406.751,2097876.357,1445307.695
PRDX2,89243.83785,89103.73153,75317.33684,481260.1484,838712.6049,446527.6125
PRDX3,28227.12044,44135.57716,41499.51313,172088.5296,221698.6182,153889.0404
PRDX4,176021.8811,154569.521,22402.50611,44272.78746,36128.73996,28424.73012
PRDX5,60312.26595,49204.62274,151092.5778,534182.6452,662854.6733,530174.23
PRDX6,105202.4966,52218.8715,200812.7348,2871576.627,2074899.496,2092779.633
PREP,20403.91607,22501.40395,33528.92238,50295.43092,58451.16018,41229.97846
PRKAA1,328.2005049,8751.458596,1983.168957,19096.19943,1238.247807,20130.25459
PRKACA,7081.034325,3719.496703,330.6592619,39216.95258,24427.57989,22178.7128
PRKAR1A,36444.5992,30547.32831,23307.06248,57541.77868,42060.50264,44206.07751
PRKAR2A,20168.83355,37190.80902,25357.26558,75769.29013,45827.42678,63403.93485
PRKCA,4674.478998,2103.825858,12803.97058,31897.40266,21130.90216,22550.64098
PRKCB,129977.5231,137442.3021,53197.41088,17660.04561,47268.02824,23723.65508
PRKCSH,9719.057807,23698.56959,11501.5887,22066.4447,11974.30687,14458.53174
PRKD2,13970.18118,7453.14934,13154.92914,23016.32004,23521.9231,18194.99775
PRKDC,40563.28942,8314.765924,4447.046346,62694.55812,74211.92311,32237.80549
PRMT1,28827.6816,53610.57184,20133.44076,104568.5828,108378.7009,91134.76892
PRMT5,4335.447278,13770.17439,3892.841844,12530.63487,11463.9053,10486.2781
PRNP,9402.842746,17687.54749,16030.98534,148357.1374,76539.75529,72934.74568
PRPS1,15248.16828,3734.812422,2517.196432,9979.769148,16725.07776,9970.066422
PRSS23,11929.65194,17522.72888,22092.18516,100245.8644,76893.47235,29513.86029
PSAP,1661.485983,8401.234443,4455.099157,34240.53533,53678.70437,43299.35204
PSAT1,142297.9612,135524.3903,240278.773,408229.1961,299261.4765,265616.1517
PSD3,22866.4395,28339.97084,27983.23032,86341.75869,118023.7681,144799.8451
PSMA1,73472.47956,85315.62637,96992.30098,178660.2995,138327.2882,169318.5054
PSMA3,98902.13956,77179.47782,82852.71284,283366.4351,242165.9287,150825.4331
PSMA4,41086.66302,44814.15755,32145.89455,110130.6327,114088.3713,75465.03182
PSMA5,119808.0628,81245.75449,112773.5107,216920.238,189239.7792,181629.3699
PSMA6,127672.3089,132959.03,183888.8368,466778.4319,477123.9812,372622.2657
PSMA7,117140.5653,97194.36507,127553.3025,342292.7596,359309.7062,225115.8059
PSMB2,33719.17786,16927.47716,29845.74286,54506.07476,58059.93641,38614.63301
PSMB3,1345.882965,2564.089119,1647.308053,27221.23706,4103.701671,16599.06549
PSMB5,6451.278023,16881.62309,6799.666749,70817.89312,60921.19253,39916.29297
PSMB6,35678.6242,32983.15163,53786.71127,95066.20859,120430.8519,85492.67355
PSMB7,87662.21641,54412.04213,118234.1867,350995.0247,329632.0838,210563.5927
PSMC2,61342.43408,59556.58919,53888.0131,306563.3934,219017.0712,142662.3634
PSMC3,54431.13637,55650.58021,45867.00999,250176.029,205820.3994,185058.3914
PSMC4,33425.01314,17780.52263,31013.91018,104628.0045,60620.14367,85273.5368
PSMC5,35157.0277,29299.31083,7012.065401,174384.5143,122428.338,94568.83731
PSMC6,11579.03558,2637.895434,2353.299161,28287.28967,26719.99667,16732.34682
PSMD1,8908.715491,15251.38548,7452.001427,83312.4611,72642.48114,73593.63199
PSMD11,71224.55212,45075.24365,56187.38905,250213.7219,198560.2802,187069.7382
PSMD13,45545.6829,12575.00172,57620.41621,266633.8182,201366.6876,179627.9479
PSMD14,32205.80437,23617.49528,31117.5016,145957.8395,107081.0617,102373.9388
PSMD2,86942.04342,74124.84994,117325.2789,527465.8594,384010.974,351582.0151
PSMD3,51857.87724,67538.31327,53350.33258,120597.6844,114472.9945,106061.5107
PSMD5,129291.045,24087.63636,59294.97693,243624.3445,219099.0272,193784.5035
PSMD6,18334.89715,10616.97702,34154.85854,70294.45465,55707.02616,59527.12281
PSMD7,9748.62993,3715.149178,4328.368332,75910.83113,57769.8975,37367.41616
PSMD8,22647.98395,21328.89123,13301.44043,101277.7966,67284.80362,64013.45861
PSMD9,4119.730466,10067.99978,218396.9427,75165.85553,99334.46949,7918.343295
PSME1,16453.57555,12021.88541,24419.1644,86157.68195,83316.04748,71003.15532
PSME4,475.2055078,1250.839174,3046.61932,10263.72386,12377.83272,4344.483892
PTGES3,97285.32062,61386.3026,60956.97432,149180.947,122775.8359,108071.0773
PTGFRN,160620.1628,160300.3322,324969.1746,36942.84606,39634.57311,125297.8129
PTGR1,3481.163028,4339.090226,11541.0723,23233.37515,19156.04754,22165.74199
PTGS2,55278.37115,46557.12036,11361.14888,52265.29407,128968.2063,76951.07726
PTK2,32545.39956,28661.49624,22336.65314,88677.1939,83797.65663,169359.1977
PTK7,154680.5997,68610.68171,199722.5172,1145402.382,1265499.581,1076900.409
PTPN11,19787.03057,14314.84216,16017.14821,47671.51804,35734.245,36081.6511
PTPRA,28285.32244,46106.48448,43185.30598,293805.8419,244744.3241,249285.5378
PTPRC,61466.86209,50372.05623,27877.69867,36615.25707,2458.145549,17264.36262
PTPRE,6454.412251,36458.95328,17977.42196,49298.91611,64980.92609,92716.25917
PTPRF,20529.953,11384.89523,26044.47294,275288.5842,237232.6148,170768.5977
PTPRG,24599.02462,8738.413879,24869.52806,88350.08914,109971.9357,100051.7788
PTPRJ,28083.09593,37096.82645,150422.3386,151810.2816,125277.8471,159232.5609
PTPRK,25760.80993,26765.03634,117603.3711,286216.0575,280905.9356,212594.6783
PTTG1IP,673.9444426,4510.963032,17252.50457,461022.0437,274319.2035,240016.7829
PTX3,358560.2115,981677.3465,2380036.593,2057140.369,1087938.438,247632.4804
PURA,2443.717994,20943.68387,14941.1648,73505.77703,39378.86291,44371.97345
PURB,6053.460129,8381.965097,5453.12809,49360.09685,34770.12794,11424.73566
PVR,18484.02365,22586.49855,23263.04398,551153.3529,270513.3336,303374.7874
PXDN,70611.57479,109717.9237,288790.4552,1079902.453,3975734.775,1150720.15
PXN,15246.41007,11969.08392,94483.31867,55963.1543,40985.71616,50529.32514
PYGB,67024.8357,56194.55282,49274.84012,142170.7097,98107.55412,130805.7791
PYGL,66009.16125,52916.33751,74092.61262,199149.3134,209866.795,102604.5277
PZP,1110164.082,1620273.882,418048.5986,627187.3883,594546.0096,235988.3715
QDPR,1001.91256,4260.938508,11079.63215,54239.58627,49747.81567,36254.38924
QSOX1,74976.44922,73928.00269,60866.36642,144033.2412,226651.8223,110263.5682
RAB10,71821.06399,84468.59849,82047.73305,322621.9142,260390.2789,367207.6998
RAB11B,759042.9439,760247.3863,557174.0356,2440493.747,1711349.577,1646269.511
RAB12,8650.028687,8398.593139,14214.2554,52891.60536,20405.15906,24281.48925
RAB13,53359.85444,982116.5664,138779.6369,621243.4816,743172.6009,709957.4155
RAB14,131029.9157,142490.3687,123726.3076,399947.6074,276291.1889,223897.0895
RAB18,35767.69064,27634.44837,68483.5068,252149.253,227853.0195,188456.7291
RAB1A,10985.72549,8469.432556,42325.98693,11005.13761,25859.86501,25565.0002
RAB1B,13090.64596,28599.84904,14587.05605,12451.68271,3618.605749,10075.78193
RAB21,221301.2623,143482.2643,144101.202,472607.4972,348181.9767,317568.4247
RAB22A,16454.7122,23456.71118,48542.77101,83897.49329,101884.7221,107214.0171
RAB23,74548.76759,64489.75341,52027.92578,472442.1771,626663.5538,419817.9821
RAB27B,173555.7203,80036.46862,120776.232,307300.7684,111095.8419,309729.6541
RAB2A,192103.2588,260269.8928,177253.2084,1064365.7,685559.4095,687205.835
RAB31,8965.711782,30050.44185,35212.78159,137801.8377,88296.06447,89871.65762
RAB32,43220.57886,42802.68306,31740.70103,139368.3874,142103.5637,96307.1482
RAB34,91119.63936,94249.46025,141831.4378,530000.5726,723661.0446,768157.0864
RAB35,38757.82114,29251.50896,81363.82986,280318.9339,246883.7456,242338.7012
RAB3B,2106.483463,5154.245724,29121.43783,71148.57931,26658.67207,35030.47233
RAB3GAP2,820.6760117,1968.287993,1180.956548,7170.929775,392.9114751,6501.447809
RAB4A,24931.3726,17429.22341,24950.78957,64713.06394,48449.49382,38508.76617
RAB5A,46561.88017,40582.77889,34634.66938,214138.4266,176410.9222,177185.6898
RAB5B,21952.09647,14872.42581,16902.72205,118951.0202,123642.8662,102755.8598
RAB5C,83088.75658,76110.31008,97282.71322,232225.0811,156200.0914,245344.3279
RAB6A,14658.2974,12202.37879,8919.190513,5984.397506,15221.37933,26721.55008
RAB7A,278303.0662,334906.9689,518523.9744,2571248.566,2034316.129,2150738.772
RAB8A,18116.26635,22895.00666,21339.11884,144403.4137,84860.13701,95787.05427
RAB8B,2008.146935,7687.430485,22376.85364,95105.66672,31805.19704,49915.67269
RABGAP1,553.4986084,9976.452091,13355.71708,1745.940883,14099.34968,12216.96948
RABGGTA,42350.33575,50081.86786,23733.01892,84863.82139,45230.2604,71106.43663
RAC1,18634.85019,12938.18134,42260.90092,167334.6801,134191.469,124010.6774
RAC2,62939.20724,35648.06886,38276.49987,191766.654,73966.13515,139416.3955
RAC3,5766.394277,4378.884684,7410.511221,9824.103195,8173.514387,11151.13684
RACGAP1,26973.31606,21026.95503,64552.28542,59572.87734,123328.6487,50148.32395
RACK1,91084.14704,111426.6747,140857.8444,523464.2938,354623.8988,319632.9133
RAD23B,606.5420957,5295.467975,16545.64499,61648.14244,50098.16208,32980.49558
RAI14,6281.752298,22417.23099,40349.12599,52952.77767,62723.78443,57961.55206
RALA,43854.88271,19055.52882,101249.1549,408685.8093,176031.1906,240602.0576
RALB,9338.872921,20066.10469,30082.21306,98317.1176,104161.669,96282.4687
RAN,22552.87516,13005.93716,6335.215227,11858.55388,10250.7169,14705.48394
RANGAP1,4161.573698,11007.16555,18100.85941,57097.1419,38683.5711,41392.13623
RAP1A,42382.31959,28873.92865,4068.182103,27694.48214,22085.05607,18457.57745
RAP1GDS1,23249.62017,22717.22527,27367.23388,106633.0961,106229.5694,95419.27456
RAP2A,5017.004306,1670.315549,3464.675523,26943.38422,31108.66244,10447.38505
RAP2B,14030.65491,23666.89663,23005.26013,96990.06729,67407.03909,95558.05766
RAPH1,12277.52414,20475.12026,58486.70992,19867.76405,26163.69215,12435.22349
RARS1,36898.51773,46952.10632,133501.3883,266091.3203,207379.0811,229096.0129
RASA1,17105.42145,9570.577861,40923.10379,106121.1275,126481.9819,87440.80253
RASA2,9264.864059,120970.8475,10861.99632,75382.42344,40714.12702,57397.28886
RASA3,97894.41404,62215.05831,6629.655475,128504.9157,91626.50035,117404.7616
RBP4,63636.46673,72625.56494,105398.2462,55806.9842,99273.05481,44887.83343
RCN3,9742.836917,11150.38765,16114.92395,24458.50787,24189.77253,20856.37654
RDH11,7195.53821,9440.094305,3996.593377,33848.93869,2017.100335,40393.02513
RDX,43560.12051,27732.68923,49103.05117,329627.1654,333649.7959,316045.3353
RECK,73665.41876,20475.58568,202559.0096,345173.5043,259094.8497,447504.572
RELA,21330.04903,28013.02613,59671.69746,52287.64013,68856.15711,59074.17818
RELN,146248.5201,129397.2778,172583.0581,127622.7014,178442.8182,94970.14283
RELT,76703.14616,312557.6587,42111.99211,70060.23057,47990.42999,40961.18651
RETN,4920.421523,3559.770707,9075.921457,15003.43003,1574.443568,4915.051597
RETREG3,2575.194562,3818.602716,7448.093185,11698.89813,12326.7378,14391.51132
RETSAT,2443.9306,2291.874259,2041.416975,11037.6578,7569.886492,7331.183124
RFTN1,55407.86987,53377.58022,106173.2662,1262791.455,774287.6214,1271247.843
RGS10,7957.452381,10135.10053,1566.012356,18119.42886,11964.2373,1374.025084
RGS19,9265.017038,10692.97331,740.557187,39243.88713,36769.60611,22337.35127
RGS20,12828.77226,1650.020078,25948.77711,73440.50597,16712.42791,54306.38825
RHAG,146288.5019,125392.2589,116539.4242,142916.7193,114705.5708,44279.04257
RHBDF1,3324.21329,5002.428029,2126.427143,16131.36367,21675.50848,17113.55886
RHEB,57930.83132,80382.23241,89653.86773,1094304.557,524431.623,503851.6833
RHOA,10551.0116,4230.328955,3439.070823,53196.1146,50287.15783,50418.76562
RHOB,38400.77049,43959.27008,68388.67582,274013.8694,277090.8218,269452.3373
RHOC,8396.582717,72077.80453,135496.3268,782251.0686,496925.3141,532417.5227
RHOG,105875.7463,85261.91737,144936.7931,593124.2429,408896.9811,477084.2794
RIC8A,2701.488598,1331.951009,6161.661512,51748.67313,33756.20217,40789.20143
RICTOR,4106.676901,484.088342,7030.874943,6866.415423,23422.08313,26755.7668
RIN1,10312.23688,1859.197091,1148.299288,35586.79959,33426.05145,23666.8841
RIPOR1,15382.79548,12283.46025,31934.25134,102757.2296,74547.96188,90109.28946
RNASE4,11602.45518,16120.6907,21827.30319,18227.58243,19379.57944,40931.39058
RND3,4875.130347,17153.89209,17237.65135,84747.85345,30504.11522,75313.09142
RNF11,14939.04632,3459.736882,3120.901854,6830.986346,7434.875127,4529.672065
RNF149,1811.868867,866.2561403,8898.465966,14559.42465,8511.085882,7893.839187
RNH1,84268.21766,56467.17372,215863.2938,485230.6893,483761.3799,397725.773
RNPEP,32071.90524,26702.40513,103442.0128,217484.0173,160825.6652,197790.0004
RO60,2237.972397,2229.97319,6935.891751,23088.12328,19927.93781,11764.80997
ROBO1,113549.2764,25511.735,110216.1823,101892.3652,92989.34816,104121.6937
ROCK1,820.6889995,7483.5314,15867.00714,3385.333884,3658.119942,4322.630396
RP2,7835.484392,11788.57625,19852.02494,72194.1436,75135.60328,56862.2304
RPIA,3217.724694,1051.566404,1423.964432,1429.759569,9752.035811,6073.173659
RPL10,60979.65207,48089.86702,36648.01946,415729.8408,154197.94,186970.9057
RPL10A,66714.25395,48247.261,35755.94415,222916.9042,132137.5091,191785.1634
RPL11,64957.50116,40899.07128,78713.81407,503002.1572,416540.4955,322997.1794
RPL12,45045.91694,46603.94843,77863.12878,245671.3213,157441.5703,136460.9186
RPL13,65889.54818,77188.17406,76751.92491,878839.8502,292290.4836,408166.0051
RPL13A,16445.33902,16353.11719,29687.78893,256729.2558,119361.4571,138924.052
RPL14,52446.29803,43208.78482,28967.87432,622966.1079,175131.3963,258851.2879
RPL15,22059.52102,15173.57096,14806.43506,132108.5676,25675.87813,79322.6086
RPL17,10951.92163,6431.591353,11812.62241,106718.1127,52762.70175,58464.88778
RPL18,58547.38977,57446.30496,48139.71503,738024.6397,236968.4863,331694.9223
RPL18A,78692.49535,74747.02321,96901.00868,1335861.7,445804.8182,604605.9184
RPL19,16344.34516,2889.081734,16690.16465,20781.63866,15230.46614,9692.725691
RPL21,11378.2857,16407.48522,19771.26011,71975.71235,15342.05754,32430.58079
RPL23,18996.70274,16452.68493,71785.95396,276307.8017,245605.67,184077.7676
RPL23A,21640.20242,11446.05206,1227.301709,29803.51101,14578.79607,15818.81411
RPL24,25733.75762,24476.85843,17796.7472,467698.3238,175328.7287,182944.9939
RPL26L1,19072.0664,22785.84527,13365.06567,173480.3921,74797.33975,84729.90571
RPL27A,103996.66,89529.63403,80561.36874,1221999.907,448731.7378,595563.9017
RPL29,9724.269652,9127.582802,11825.72514,178972.6408,47470.18634,74946.86051
RPL3,37467.90508,30987.13423,70408.90047,141435.1608,39924.89433,98973.76742
RPL30,39704.69978,43142.26247,898688.0413,351673.3507,163341.0235,162726.7826
RPL32,5035.059234,5884.915101,9049.954219,62253.28422,23615.30094,26748.89545
RPL34,79843.4674,102444.1548,35003.64003,289201.4821,122196.9215,113369.1099
RPL36,32337.28981,39699.9975,37556.52104,296188.8529,122672.5396,160164.7683
