SYMBOL,BME01 ,BME02,BMe6,UMe7 ,UMe8,UMe9 
HSPH1,23190.9429,62066.39366,48535.12002,278939.7978,309625.742,269193.0488
HTRA1,132807.3507,107295.1165,275576.4633,320309.3392,1029160.801,240726.0709
HTRA3,25593.58124,2631.22018,4854.126967,8708.041055,43679.10157,20645.79482
HUWE1,24967.92991,33283.28758,38851.03636,107247.6313,88213.26717,92026.87898
HYOU1,9362.025364,11775.56515,8322.394479,54068.24576,51728.77632,30559.25349
IARS1,15018.48098,21906.26227,30378.9626,234066.4305,155431.5686,170720.3707
ICAM1,26337.50743,63511.01615,60625.22262,1113935.132,522365.2459,626010.4226
IDH1,35813.03277,61298.50026,36833.15261,153299.6061,139701.4213,126783.6054
IDH2,3659.076611,2636.665411,2647.573214,14457.27027,14081.63026,8438.801524
IFI35,3735.987117,99520.45868,7081.024272,66626.19768,22024.18881,19383.86399
IFITM3,841.383376,2630.282677,3701.932865,23000.33499,12970.68085,9612.225879
IGF1R,25655.15347,26243.79492,16003.90515,80888.93133,58332.65462,94738.59863
IGF2,38942.15545,27767.16043,14635.21464,28905.38493,35121.4173,9079.652936
IGF2R,106561.681,63046.67688,143309.9092,249447.2099,244954.3151,142095.1709
IGFBP3,33430.24849,37579.30621,116423.3323,34564.35629,32859.65563,5936.447309
IGFBP5,39174.04201,28997.90094,131925.2851,77519.67883,376621.6793,126097.0548
IGFBP7,16408.8589,46896.97791,75109.47914,498320.698,398563.7184,229945.84
IGHA1,6857.708862,8025.747965,38846.07171,3796.461149,5522.952853,9542.554168
IGHG2,19017.2389,12216.55546,97754.87302,36670.52513,23140.54854,79700.62694
IGHG3,3446.056291,5411.187972,19930.37911,11517.31961,3363.556768,9951.565453
IGHM,263550.542,157359.8699,355157.4219,95948.55889,116541.6911,613073.8654
IGKC,21766.75199,74779.63,230073.5464,64215.9203,78936.36283,204893.2126
IGSF8,100485.2246,100987.1244,69396.72559,726522.782,690111.8889,951229.0617
IKBIP,21272.09549,29723.57165,31776.7364,74734.45534,79132.46507,62994.12977
IKBKG,2851.8494,1156.204791,17012.99741,5033.021616,1563.405873,1947.421199
IL13RA2,6465.745577,1298.927666,33428.23215,105727.8446,15676.05664,142361.1446
IL17RA,389.8914919,1178.2054,27622.41273,6284.526644,16387.36956,17324.35212
IL1RAP,4085.782771,5056.43611,18221.73336,41131.21259,38992.81162,36869.40395
IL6ST,9085.430352,17170.91303,27737.77492,44824.19973,47912.27246,80409.10592
ILK,420526.939,334586.8677,296774.7386,1050433.559,773081.4313,768421.6385
IMPDH1,11781.21214,13079.22876,36011.06539,141123.5399,110670.5357,110194.4591
IMPDH2,98579.30467,77679.52128,76469.33845,274418.8394,279729.6629,246508.1964
INHBA,40376.54101,16357.05561,5276.967789,4835.541945,52131.37827,24181.43082
INPP5A,17817.91701,22774.84186,6186.056144,221055.6111,143065.6649,205784.6755
IPO4,22965.78594,10049.61797,10662.63596,51041.7303,58409.02742,40752.2142
IPO5,42432.91484,57758.57953,93675.19457,426639.4591,299124.9481,240493.621
IPO7,14349.18426,9335.021014,55103.61202,174081.9726,129642.6937,118440.4869
IPO8,389.8914852,4757.368313,622.1415534,3811.538776,13776.50937,9492.73187
IPO9,21068.42128,16119.42033,12863.0566,43935.56745,30723.93443,13830.2991
IQGAP1,276251.0094,116899.762,279170.7514,1713153.194,1653796.921,1062044.797
IQGAP2,3773.407157,851.7808643,978.9351593,9082.177597,32146.83606,12336.241
IQGAP3,1235.300861,1133.307501,2952.14404,3615.912489,11578.13962,7750.206168
IRF3,1554.900155,3048.365427,57857.34862,2836.057312,4891.794212,6560.983706
IRGQ,4285.644152,11014.95785,4798.764497,5799.250983,6677.639022,9367.858811
ISG15,26429.57626,55532.2014,10803.81863,353228.412,551207.4071,680227.7983
ISOC1,8096.856507,12292.35218,23169.44636,59280.67859,47228.68309,4644.911985
IST1,25058.82045,14796.1549,17035.35421,49469.00082,54704.41491,31903.26506
ITCH,9862.269084,16475.88914,15240.84756,108390.8804,104376.3033,41185.94716
ITFG1,9259.132987,11512.42292,16872.4794,37279.26736,22065.37375,43191.93484
ITGA1,84812.10259,60884.62653,106005.7697,2669800.451,2678909.417,1875226.121
ITGA11,128888.8148,80961.35052,35790.42357,124969.0602,228113.6572,204365.8838
ITGA2,136665.6887,50895.22302,319674.069,20318987.12,17458805.53,16096054.7
ITGA2B,706553.589,589429.0955,104792.892,265562.2832,145984.4005,126260.131
ITGA3,436771.4951,599895.6459,183828.9516,10121352.77,2917882.418,4062654.818
ITGA4,51725.81964,39980.99349,99916.357,2881487.687,1660463.729,3790965.266
ITGA5,269632.1261,324783.9966,271192.9241,4448546.771,2208515.055,3416731.778
ITGA6,113029.8246,123188.497,61367.05771,316745.5766,170686.7997,94008.31471
ITGAV,155604.3614,117423.6365,651635.7925,2626225.843,2323645.264,2609814.508
ITGB1,637048.7119,649620.5617,813717.5903,24033695.77,18093059.7,16964224.98
ITGB1BP1,2421.159213,23931.25414,3154.370088,25177.76848,22644.83885,16191.95551
ITGB3,1775376.856,1766976.918,693118.1574,1272878.536,1065260.074,715551.0527
ITGB5,161237.0181,92980.40346,150382.7423,547645.6021,750299.1012,810749.1968
ITIH2,1483026.474,1396963.678,4338362.402,3172414.138,7154049.852,2149510.169
ITIH3,239699.2453,237439.6094,930465.6278,198316.2405,3620115.739,139267.6088
ITIH4,237397.6371,187315.3295,356758.5096,257055.0353,502788.0754,156820.2988
ITPA,4252.989485,5390.826732,12804.31403,13915.67256,39132.58397,38872.16925
ITSN1,8200.02751,1823.435086,13704.86315,1333.387982,24843.50812,3137.773328
JAK1,22322.29907,100591.1881,68505.45379,281050.7176,314923.1975,295039.7147
JAM3,117264.3751,13060.42329,153107.152,75761.81804,57668.35076,62670.2943
JCHAIN,151399.8669,155226.3991,300664.4995,177388.7866,191089.1235,84405.70643
JPT2,3402.87453,4256.210674,4508.068518,29503.42342,21858.05395,25496.68188
JUP,37204.26228,41777.08612,58499.06712,1696529.883,689410.1426,893714.0305
KANK2,22946.76458,12264.25191,7837.391422,55180.74525,11010.32632,76058.68777
KANK3,93044.26604,96405.86668,52140.57053,80714.30378,75707.72626,43067.46942
KARS1,14264.17223,18651.72332,16004.6207,69310.29805,51781.12207,56844.24866
KCNMA1,5008.909333,5141.262472,9636.433066,18979.82937,21467.45096,12946.70891
KCTD11,248461.2656,288408.8892,18738.62751,309977.5239,57139.88743,22080.08062
KCTD12,34985.35793,24122.18339,67281.19049,46213.96956,54764.64531,46402.3829
KDELR1,8016.030634,9521.538408,10538.8921,46845.15959,50772.37857,37944.84411
KIAA0319L,4225.381447,6880.314584,4315.56747,17933.2173,19765.27183,22785.65153
KIDINS220,13971.40971,13856.38194,1967.628185,10954.44983,16488.94341,3610.87811
KIF23,36612.05228,12825.19465,20023.1327,78378.68904,129299.4531,48183.34885
KIF5B,18726.68889,34702.66265,38746.19234,175627.4867,187999.8333,157039.5419
KIRREL1,31120.18222,27125.77641,10325.72728,150165.3539,112264.7063,105111.4257
KLC1,37005.57297,42381.9827,63354.14811,182379.1155,198727.3447,188379.2422
KNG1,68870.96144,50900.4889,18366.96467,61645.74626,61024.34578,14901.79477
KPNA2,9416.264118,10343.47087,24329.7452,243797.9647,112388.9878,137801.5897
KPNA4,2257.317959,8144.374754,19493.3265,41248.65933,33777.86939,61067.89005
KPNA6,46391.39864,22209.31006,38021.48309,233820.333,218414.5142,208085.5487
KPNB1,136855.1266,105565.794,207356.7533,940736.3284,724927.5762,610561.8503
KRAS,6427.189572,3699.091681,15288.89222,48567.4165,55044.80167,43703.06197
KRIT1,19398.17464,15677.85728,25244.36814,221797.7235,155263.1064,185957.0361
KRT1,473707.8718,257199.6479,111361.1832,206132.6796,145782.4053,339402.9369
KRT10,427124.1933,143108.497,85165.12132,89291.15312,61685.03566,391008.5062
KRT14,4740.085854,15215.69151,6076.871079,13650.19486,5493.429346,36020.13595
KRT18,23005.55276,21812.52228,9280.701077,129787.4705,58021.3785,30808.3241
KRT19,6772.915078,9656.461646,15366.62292,81715.18657,35175.45187,25013.80883
KRT2,64079.63138,70439.55922,78554.74981,123173.0218,71537.85206,73217.57248
KRT6A,96746.97939,40768.4225,124154.9335,28065.29459,113740.6536,87956.03695
KRT8,60555.58544,35083.23031,5294.270165,265725.4203,120780.1548,7885.354349
KRT9,165597.0095,56896.09496,54358.84512,87213.93037,38219.31983,89234.50443
KTN1,134865.9184,93693.24754,87781.76891,165686.9434,200171.8942,101779.5759
KYAT3,21152.64488,30984.91646,4069.789155,22751.34353,31626.24456,20461.41114
KYNU,8439.072173,642.6395717,4657.337963,14205.25203,39835.54123,45645.84531
LAMA2,24748.65605,22753.9391,51913.87214,37826.38889,116105.7486,34321.53859
LAMA4,221233.8818,304670.5039,1735067.842,1811633.541,2299834.353,999754.0501
LAMA5,4355.432195,6045.200265,40356.81586,61659.80332,29424.22005,43479.71172
LAMB1,80959.49707,235756.6631,363040.0165,285584.5342,380204.9798,237643.3228
LAMB2,204046.0487,132025.5907,1053662.859,254517.6566,271844.3497,164511.3026
LAMC1,210736.0527,309131.3797,1155635.273,1078473.683,1418124.264,847743.5345
LAMP2,5902.88691,4808.887255,5525.809996,6032.179147,4606.815205,4071.520196
LAMTOR1,3635.824713,25449.97236,1547.83744,76073.15686,45208.05689,44390.13208
LANCL1,9668.377809,3287.046094,11558.83755,29107.22241,16766.73634,25069.73669
LANCL2,624.7418947,4463.980546,7761.721524,16678.72187,13888.8483,9728.479982
LAP3,66547.95549,24184.09318,58981.44385,210398.1465,220656.1382,165069.4897
LARS1,3050.177099,3758.270672,3052.615461,35266.0089,21218.0021,24210.63817
LASP1,60559.48521,82935.17823,67912.5712,402675.6251,322773.979,426200.5493
LCP1,2930.727317,2544.05371,2608.462248,25381.36385,11771.05855,9133.135086
LDHA,1042061.27,1038269.517,2344237.483,6753930.29,5611775.114,3218869.489
LDHB,231158.3755,539563.0293,1398193.202,4819711.457,5507212.319,2971237.293
LDLR,15242.83152,18435.99857,110179.9908,36369.95176,29644.28568,17886.81246
LEPROT,1005.366394,1210.6859,36266.32271,8760.95859,5574.873547,2115.929139
LETM1,4393.78052,5665.666194,46309.8083,13601.8814,59511.81382,24891.02848
LGALS1,78248.74013,75668.45895,131335.8598,492116.9165,411724.6012,392282.7153
LGALS3,65319.11151,31088.15206,196638.2365,585540.4407,518648.6291,436013.5813
LGALS3BP,424598.8775,830474.7067,581028.5571,1958242.261,1191392.98,930797.7932
LHFPL2,5158.217474,6972.691146,9641.255984,71190.25441,88846.4158,93081.10087
LHFPL6,28721.47202,40359.6002,32816.68315,84613.75905,62689.89321,65649.66668
LIMS1,57684.44883,59903.15049,41411.68208,140065.955,110434.6743,150890.0692
LIMS4,3963.89989,59202.79302,795225.5497,170376.6958,48900.56904,110271.3693
LIN7C,1837.274325,6713.31884,76295.22813,273376.0627,157144.8219,199497.6226
LLGL1,18016.65519,7775.594095,77441.9079,64231.60279,161921.7703,72571.40297
LMAN1,33620.6344,22004.11376,57372.40826,121776.2722,86828.15648,99635.69277
LMAN2,26505.78825,10680.87402,16115.70523,98339.02127,108140.7448,86325.76997
LMNA,4301.047382,3086.485311,1472.131967,13860.76587,4956.86326,2111.401823
LMO7,9425.674202,2919.789816,3441.836197,17606.53447,16368.08344,14819.77012
LMOD1,5859.020157,2427.8894,12175.65671,24449.70666,3496.436405,892.0553607
LNPEP,27846.13805,23029.34923,54421.45452,55868.60753,55974.84001,52214.36423
LONP1,18553.7744,8448.171455,9012.662097,17946.68292,23013.93255,10495.91574
LOX,4886.839114,9529.371092,15939.14322,7819.922785,9360.289308,7483.386189
LOXL2,79555.07959,152945.4612,280790.0291,441514.8303,1423527.817,502955.392
LOXL3,3072.223357,15645.74095,30343.21339,7885.409769,44377.7081,9809.177249
LPAR1,3083.100705,8918.960127,7981.580127,29218.78011,1930.202869,5650.828023
LPP,36866.52898,16618.82949,14447.20206,229957.9308,196402.6091,265614.9264
LPXN,19758.80899,7127.29583,11477.41207,194626.5309,111839.2945,249807.984
LRIG1,8265.32088,15994.39575,22437.75118,218785.5415,178913.4237,310637.1475
LRP1,530372.5594,344360.5157,485153.4389,809047.8304,796184.5269,614400.47
LRP10,9124.96456,2996.099465,416.524363,39507.50949,15260.39484,12458.10893
LRPPRC,12313.24492,21431.92484,20384.14557,51223.73908,48203.61739,45860.2918
LRRC15,2373.697763,18826.24939,18338.16485,30175.10075,45654.95713,56798.329
LRRC17,1712.607621,7619.17548,43556.958,81760.91856,4735.212011,19551.4844
LRRC32,656.6828425,799.8931864,11011.39654,13754.20341,9646.0019,7336.582055
LRRC40,16909.46817,39308.75031,13126.67671,78927.081,55946.7874,29127.68785
LRRC47,2941.526035,8016.528313,2181.498539,55098.80616,41064.94844,45352.92124
LRRC57,9569.983777,8027.796458,25501.46457,190494.1024,105063.3413,129175.8155
LRRC59,21526.26437,56527.95378,28044.46655,102509.4379,70672.41134,67163.31226
LRRC8A,18113.74545,17092.90522,31243.24534,201143.5524,132568.0395,145508.3474
LRRC8C,4503.498258,493.082872,1279.311655,22374.95414,14635.07701,9309.555819
LRSAM1,27252.01871,17411.02307,6295.5241,18791.67718,1966.852333,14418.11527
LSM3,9842.467291,8604.17596,15996.96136,66382.71922,44129.37174,51895.1273
LSS,11104.60611,10465.10431,5532.772214,4704.344062,20859.06028,19239.43251
LTA4H,38915.03302,22622.48477,47795.63823,233354.2106,193633.1564,127549.2216
LUM,88298.22911,71961.86679,72835.43645,42532.9535,127862.2857,54715.53133
LXN,15763.45245,8169.14582,6377.30193,40736.42108,55763.70886,41751.21129
LYN,8142.026149,3332.612578,7064.893188,79823.34651,77741.34636,93083.37565
LYPLA1,6574.421753,6243.151569,13732.23113,87037.20188,86958.02585,96185.57713
LYPLAL1,4734.502478,11525.47361,4047.396481,23521.142,30558.29804,28251.20153
MACF1,14446.89005,24490.07003,13032.54756,91662.51583,53306.93582,42150.38912
MAMDC2,73945.91779,86020.12152,113971.3016,129202.3211,46898.79466,30498.55432
MAN2A1,7138.479416,10851.37775,841.1582237,71123.39013,77457.7228,49885.51732
MAN2C1,6134.40025,438.6502895,23433.90402,3636.458575,797.6677576,3167.090949
MAP1B,38364.48121,32351.22368,45745.05565,190884.1073,109771.5176,49078.64285
MAP1LC3B,4198.413115,2610.209669,7102.892255,21182.11324,16494.327,14748.97012
MAP1S,2817.969447,2708.885785,5127.352909,24715.53191,959.7146784,20706.98673
MAP4,3399.562634,3136.746077,15267.84479,50512.55639,25754.84166,29458.97594
MAP4K4,37569.48138,56872.59299,14880.8431,182353.374,119494.476,192998.8984
MAPK1,17331.1998,15734.26482,15277.61574,51874.21242,38527.8222,33239.29679
MAPK14,5435.318853,5215.745938,9633.957088,29973.43726,21626.98419,3475.618008
MAPK3,2525.702216,15650.71348,8164.018535,86657.74849,47458.46592,63249.76323
MAPRE1,1961.98265,2607.75848,3864.6825,35279.44121,34082.89905,35325.85116
MARCHF3,71423.62543,102361.3258,37508.30887,134995.964,89072.14431,89844.3968
MARCKS,148366.971,138445.4904,190490.7525,978271.765,728497.4368,808507.9853
MARCKSL1,1578.740337,6600.387994,6858.155457,9738.442558,18827.04542,15170.10179
MARK2,2946.411494,4071.307884,13625.14369,9088.729302,17421.09297,14364.13518
MARK3,2263.114763,3233.548968,1849.334624,15568.94513,4144.667495,13207.05326
MARS1,40211.70865,25801.78353,13419.45704,189445.1261,123672.2313,100398.1239
MASP1,164292.4721,110524.1109,102969.0801,104016.6649,184932.1057,137521.7519
MASP2,14730.5118,8742.870414,10070.91955,3129.52638,18769.63444,7750.398806
MAT2A,3791.011329,7518.459625,1455.897057,27083.16859,19520.83785,2977.556622
MAT2B,22684.29899,42930.363,22132.73243,80415.05337,69131.08921,62845.65517
MBLAC2,4638.713053,8692.004977,6718.95763,13796.84005,2944.705731,8675.526441
MCAM,35233.96037,11768.25662,107680.9465,126763.1825,35902.12671,70302.82453
MCTS1,4717.198315,33079.41047,21727.73932,28078.14244,33790.41457,22682.58493
MDH1,8458.214627,5223.692188,1714.704858,4458.355184,101782.3911,5674.46102
MDH2,110805.8499,118423.1813,77153.3027,360074.3368,358296.5321,309154.8309
MEAK7,34025.54799,26316.36371,197076.5876,410561.1324,314885.5223,405897.6331
MEGF10,14086.72445,18448.02812,11368.49013,43890.80615,97172.43971,17541.04333
MEP1A,1308.101994,22025.58073,43840.8858,9269.495972,106219.1448,2592.440215
MFGE8,4791739.931,6174870.608,1868585.592,4372091.137,10336928.09,3468926.189
MGLL,53779.13696,51479.98194,87580.2862,123483.5019,44696.44701,49944.32249
MGRN1,1263.625939,6610.672415,4553.761073,11587.77757,7449.248423,6274.360736
MGST1,22498.41906,7775.21808,20464.41935,25296.87963,14909.44601,32116.86173
MIF,2606.867441,748.9887648,4359.375906,4280.661725,11287.58172,7058.65082
MINDY3,17305.95281,6409.384868,11019.88724,22565.02986,21641.16897,18710.69557
MME,46811.48845,25744.89162,417350.0838,1048187.682,1121628.327,453530.8302
MMP1,10205.99255,3115.301584,73608.32362,44225.32428,66328.60518,37326.09609
MMP14,78781.56136,97529.60918,318775.3586,3220591.145,2390860.821,3942581.922
MMP19,7153.665572,6691.264564,22124.82597,33725.17079,26465.08407,18590.86327
MMP2,44535.40067,52109.43912,197966.5937,168256.0313,387142.3962,165591.2942
MOB1A,19612.47598,3508.09002,19586.01746,98755.57551,55346.17901,66557.27358
MOGS,11351.97352,5081.883663,9002.749727,51795.9403,61360.34307,88415.30437
MON2,32502.22242,29749.26233,22400.63139,59591.22574,55656.73564,36978.04126
MOXD1,13204.69403,5016.713695,78121.07565,57496.48159,9476.551574,34086.30401
MPDU1,10442.76049,10004.64378,16920.87044,84791.55727,111961.4487,113514.5026
MPDZ,2315.900376,894.9277318,3646.475284,24124.74027,12274.70672,11846.14156
MPO,14053.70364,2568.851469,1216.207654,22616.58568,1825.202716,10569.11452
MPP1,12988.75862,8266.080443,35039.13695,80119.64643,55827.0996,44391.61146
MPP6,43354.49235,31701.28366,117636.2036,372250.3901,431241.2881,158260.3921
MPST,6803.163605,2792.817027,32038.52002,19260.87878,32476.81531,37445.70455
MPZL1,30786.70288,7911.004579,101032.0453,864189.677,775450.9501,1066979.566
MRC2,55262.71251,65522.97561,119699.5225,235080.1497,164180.3043,155621.7149
MRGPRF,28347.75835,10813.88746,31876.18042,197043.4751,131038.7675,145778.5894
MSN,551680.235,609973.3699,411107.1502,5887764.516,4236862.159,4973691.42
MST1,8547.190043,6062.360303,10518.70396,3757.048952,10115.47943,5603.425358
MT2A,36878.07797,23798.6943,75316.682,291690.3592,659102.1439,440516.2125
MTAP,18249.9674,16933.15173,16830.61729,26137.43632,58920.64705,6950.598875
MT-CO2,37529.23836,22035.18161,33096.94489,165480.0653,239042.826,148223.1049
MTHFD1,81729.0891,54866.02126,298841.5246,390303.4737,346373.7609,294797.4586
MTM1,1077.271152,7396.69075,3892.992948,1826.223051,10967.80542,12838.44268
MTMR2,1223.381191,14640.87342,4908.848153,853.3229536,25914.34939,16703.09418
MTOR,261160.7097,298863.8817,601601.8995,13486.7885,472382.2618,9007.263045
MVB12A,24794.54227,17634.31343,25660.6448,35448.35773,63305.68414,54737.34475
MVP,344437.5111,243409.6648,705202.1064,2044494.315,1726202.489,1263148.685
MX1,24320.63512,49315.87619,13408.65627,18240.72606,125233.5623,43927.82772
MXRA8,12382.61123,20141.80312,34207.20983,84149.70528,71224.95816,52326.28203
MYADM,65142.92047,49170.84564,164171.5587,1259390.865,852393.7291,640664.718
MYCT1,25047.05323,23629.198,16134.73284,85532.65573,23510.37083,50569.87744
MYH10,90322.02751,32418.13287,45403.67697,169012.6989,105315.3241,125629.7427
MYH9,1512565.763,777952.4669,370955.9801,1410470.457,999847.8386,1015773.429
MYL12A,80904.98698,37660.55784,10228.29057,28161.76109,1739.432722,20574.55396
MYL6,1285054.59,681014.1955,453133.5397,2088140.561,1492646.927,1455999.366
MYLK,8920.961153,10257.09326,8049.739866,1296.764717,11014.04709,9481.460903
MYO10,45457.37514,16251.9311,131768.479,1139304.243,1411247.094,1290109.088
MYO1B,281574.9636,155196.1304,570946.3949,1091451.354,1310532.285,1566060.333
MYO1C,230505.9037,135064.236,165121.8468,1392447.667,1314945.039,2681362.916
MYO1D,90461.79438,67502.03309,220185.7692,113877.1866,185591.3153,661495.7251
MYO1E,32142.5353,22871.20274,54112.14061,69142.78197,44434.66772,57921.53355
MYO9B,25531.24772,12857.58234,40693.03996,180198.6029,143303.5913,87201.7047
MYOF,55979.5112,69936.93232,99001.91853,412900.8213,242816.8389,276037.0976
N6AMT1,1916.579697,2145.826649,369.0632086,8535.432766,1420.535699,4385.523004
NAA15,5801.471267,13809.7612,1532.563435,34320.47678,9495.619157,25171.24443
NAA50,6503.369754,2679.003437,62445.06494,26964.15346,43687.17432,47785.19071
NACA,1370.664243,780.0183739,6351.07534,9691.755891,10626.53018,10527.96855
NAGK,22722.29756,45158.35446,57243.3643,200046.8994,203726.4069,183449.0594
NAMPT,29222.44021,24806.55749,52185.86685,273420.7488,485124.1708,648343.4578
NANS,25444.96377,19516.01347,17383.87822,72827.19857,75250.7544,56303.7163
NAP1L1,98596.21606,71244.29676,87778.02116,209790.2798,135982.5167,94592.37704
NAP1L4,2120.006893,11522.48885,7887.895623,13054.78316,12303.72718,9607.484904
NAPA,216872.1136,190418.426,101830.9741,362003.4578,307478.5079,264697.2945
NAPG,14612.32689,9155.140086,37857.20684,80257.38178,61238.64889,60518.50857
NARS1,50072.65165,74473.91799,36297.75393,219747.9699,200684.8657,173778.4609
NAT1,3283.391006,1854.791683,5955.972445,8797.846078,7987.620563,5605.019776
NBEAL2,66229.28225,55686.44402,30966.6162,94164.70618,67953.64667,52458.34096
NCAM1,9564.625184,5345.689398,17804.99269,904.2120305,28261.54005,3176.75877
NCAM2,24272.86841,64376.52859,147766.5907,316975.9977,650854.659,187667.8866
NCDN,5642.668165,677.1381564,1431.795417,16594.29401,6053.110455,13289.49723
NCEH1,20296.49406,31879.87597,48139.09944,106746.0795,126103.3862,71023.34526
NCKAP1,69785.05741,71767.77629,182999.2667,647618.7298,553994.4577,506622.7333
NCS1,2403.11657,8194.079993,7026.016063,103991.6682,60335.46669,63470.01253
NCSTN,9752.455132,9178.483461,36008.25702,315618.6702,215870.7298,236916.9066
NDUFA6,1846.728379,533.2733032,1422.616246,14452.17202,4544.478492,6189.325894
NDUFS1,15073.49559,12794.08976,3860.712797,4407.403114,2939.726652,4600.650564
NDUFS3,848.1309709,1475.874084,12999.4206,32558.21103,10874.02421,1737.016754
NECTIN2,61277.05216,20964.76562,55180.79459,831259.5726,422432.5736,620823.1111
NECTIN3,5604.83608,1199.656045,12465.65852,76923.55924,52593.63669,55286.68786
NEGR1,23249.61239,7896.62623,27487.23855,391356.2071,522784.1765,345558.7492
NEK7,4324.95369,6872.183764,17308.98483,2968.312999,31763.90651,9898.06635
NEO1,7385.141973,3972.916292,7500.7889,41978.44912,52656.16404,40148.97296
NES,4150.501515,751.3597059,2120.654025,16135.01646,8969.682269,18991.14494
NF1,20259.65708,11497.95044,2420.250329,17466.81942,30602.79084,32565.81067
NF2,19194.25499,7410.237168,11608.25831,62958.7786,43250.67527,46926.23359
NHSL1,10072.02647,8755.515502,6415.338588,17056.04215,21452.15918,9088.113355
NIBAN1,35733.55,55174.39482,105438.866,183952.2529,338880.0037,261648.5962
NIBAN2,84700.65858,90456.63874,144061.6976,1252696.251,797456.5679,910806.6598
NID1,54048.22879,78960.00525,257381.164,411136.8507,440859.925,313634.3657
NID2,156812.2845,119440.0351,1719437.52,1675245.445,4243607.337,2264029.182
NIT2,6834.881975,7834.021562,7905.114897,27545.45089,15151.20736,24543.26879
NLN,17057.4955,7672.091803,3092.541226,14074.51079,10696.57073,9387.994456
NME1,89229.7726,86774.5214,196896.5369,2521644.88,1387010.353,1322834.683
NMT1,2796.91246,46514.4429,13677.66749,24943.95506,21992.36409,9877.108818
NNMT,23272.26156,14949.26426,31354.26984,163826.8435,133018.1982,135151.1943
NONO,1876.818437,28225.93222,8211.569428,29188.60265,32763.38627,25756.98071
NOTCH1,13642.66239,27691.60108,8434.770902,65578.89401,45648.09985,49686.63392
NOTCH2,49565.08045,43361.81255,128962.0351,906617.0076,870149.6813,853659.0069
NPC1,27753.36298,13493.83721,41907.78254,57117.2393,42611.01781,46122.47274
NPEPPS,29568.28678,32212.67424,81821.456,382745.4372,325131.8904,316644.2266
NPLOC4,8355.288149,9640.481564,33456.09787,22479.96712,26734.28732,21660.04608
NPR2,23327.96228,6249.317365,14676.76496,56420.38239,39946.51266,51755.74863
NPTN,294205.2572,267464.2832,476635.536,3162406.323,2179532.204,2853259.773
NQO1,436.0234739,7819.582989,44780.56386,130628.7337,121857.5464,101881.8007
NRAS,106524.1611,100969.933,184724.6877,1112139.734,815346.9039,858740.832
NRBP1,2638.443013,6772.264864,636.0987732,9496.899624,5724.313972,6635.584801
NRDC,5458.019746,3866.498804,5623.935384,61670.57561,60946.98668,102418.6272
NRP1,84652.57069,102675.48,24543.48413,3058397.622,911679.8664,1880313.24
NRP2,48231.39116,105283.65,30498.34493,296061.9234,3300356.22,1679988.181
NSDHL,5007.038562,3695.562768,1945.184435,60350.13163,44972.97128,60528.37769
NSF,117189.916,62298.91157,78868.30352,330894.8797,306394.3407,254561.4782
NSFL1C,19204.64638,7719.596229,2650.43616,69609.08371,41888.72272,26896.23633
NT5C2,16844.49843,1862.147996,13519.94534,37288.9116,25711.07439,23485.60933
NT5DC2,2370.883184,6369.44227,4930.803872,8337.306498,9559.99741,6895.44399
NT5E,725199.3167,437541.4089,1536872.212,32419119.02,20854189.46,20288268.75
NTM,34887.60965,26118.68881,5529.177913,79897.51439,23798.31963,27962.84815
NTMT1,5380.564694,11780.45851,17262.17058,48342.47468,35964.84756,27386.25095
NUCB1,86099.94974,101992.2391,44570.5488,45822.92321,57121.03341,34392.51162
NUDC,5801.30075,2787.506792,1575.603455,3831.739257,63779.21722,4891.354751
NUDT4,9783.864524,3491.971832,2662.773014,48428.0707,47623.84862,32314.01299
NUDT5,11863.01324,16494.95425,27716.86578,97878.22949,106179.4141,119184.9
NUMB,7930.553561,22339.76771,20261.07628,124545.9424,74767.69523,96015.70654
NUTF2,18359.01755,25217.66094,191745.3123,45492.05615,39423.08221,34327.83143
NXN,23303.8894,5460.236586,6755.583444,8058.722169,22941.76619,34809.54303
OAT,5094.976745,18959.79038,3613.205681,40624.54388,60402.07571,31732.8589
OCC1,6027.1984,7968.596425,7690.555249,17694.6068,11880.58466,12387.32267
OIT3,26052.00044,23744.3624,34891.02749,36986.45162,48383.73354,38227.66349
OLA1,41491.91622,41203.11501,32760.62817,139428.8862,100989.1455,42601.14581
OSBP,5609.275633,10542.60393,2228.008411,9379.149501,7996.414428,10900.94916
OSBPL8,2593.322867,1591.636077,3854.847016,17549.83924,10703.28558,10690.49973
OSBPL9,4303.938146,5344.128567,9024.890074,30608.02335,22010.81785,21257.79497
OSMR,526.2136991,738.7105362,11286.94721,9422.504274,6724.297746,8930.369151
OSTF1,36113.38915,78535.0524,32475.40897,125750.6667,179676.0025,113452.6874
OTUB1,40371.11604,31372.85361,52335.22082,251975.206,190079.7323,217258.7626
OVCA2,12916.46581,3592.617192,9574.955592,24536.80333,14587.93713,26884.64373
OXSR1,14862.05173,61458.71384,31073.3183,121434.5108,123175.4322,122357.5184
OXTR,21213.82843,7105.384728,778.9026723,15205.94478,1777.923423,5494.370122
P2RX1,36238.14829,15175.21795,20527.86893,12224.61068,3294.688345,93898.85887
P3H1,5052.082055,4389.102225,16968.94398,32333.75394,28532.17507,18903.4715
P4HB,150269.0147,157205.3714,176783.2699,1221908.502,868615.1516,912835.9302
